set,class,polarity,prefix,carbons,double_bonds,retention,source,filter_status
Set 2,PC,Pos,,37,4,8.884244515973656,MS2,
Set 2,PC,Pos,,37,3,8.891168115549393,MS2,
Set 2,PC,Pos,,31,0,8.896028305762572,MS2,
Set 2,PC,Pos,O-,32,1,8.931465855192851,MS2,
Set 2,PC,Pos,,33,1,8.931465855192851,MS2,
Set 2,PC,Pos,,40,6,8.953698128295514,MS2,
Set 2,PC,Pos,,42,7,8.98106646346729,RT model,
Set 2,PC,Pos,,38,4,8.992565198267704,MS2,
Set 2,PC,Pos,,38,3,8.992565198267704,MS2,
Set 2,PC,Pos,O-,34,2,8.99803496533986,MS2,
Set 2,PC,Pos,,35,2,9.015716057287722,MS2,
Set 2,PC,Pos,,35,1,9.015716057287722,MS2,
Set 2,PC,Pos,O-,40,5,9.03400743585903,MS2,
Set 2,PC,Pos,,37,2,9.03400743585903,MS2,
Set 2,PC,Pos,,40,4,9.063395409003546,MS2,
Set 2,PC,Pos,,34,0,9.081409313139376,MS2,
Set 2,PC,Pos,,38,4,9.104337125777898,MS2,
Set 2,PC,Pos,O-,36,1,9.117501701212195,MS2,
Set 2,PC,Pos,,40,5,9.121472533341462,MS2,
Set 2,PC,Pos,,32,0,9.139351796175324,MS2,
Set 2,PC,Pos,,36,4,9.156931254970543,MS2,
Set 2,PC,Pos,,34,1,9.163893592202623,MS2,
Set 2,PC,Pos,,36,2,9.239748108701436,MS2,
Set 2,PC,Pos,,40,5,9.268181156753197,MS2,
Set 2,PC,Pos,O-,38,3,9.295432383614747,MS2,
Set 2,PC,Pos,,33,0,9.30080852806064,MS2,
Set 2,PC,Pos,,38,3,9.34654111500086,MS2,
Set 2,PC,Pos,,39,4,9.348079369359471,RT model,
Set 2,PC,Pos,O-,32,0,9.363530147002235,MS2,
Set 2,PC,Pos,,35,3,9.38062024951096,MS2,
Set 2,PC,Pos,,40,3,9.416624136948307,MS2,
Set 2,PC,Pos,,35,1,9.449117293698627,MS2,
Set 2,PC,Pos,,40,4,9.468041812261719,MS2,
Set 2,PC,Pos,O-,36,2,9.485544177984137,MS2,
Set 2,PC,Pos,O-,42,5,9.503114189921426,MS2,
Set 2,PC,Pos,,42,5,9.514534448044733,RT model,
Set 2,PC,Pos,,36,0,9.520271574838668,MS2,
Set 2,PC,Pos,,37,2,9.527821164991796,MS2,
Set 2,PC,Pos,,38,1,9.572531024205599,MS2,
Set 2,PC,Pos,,42,5,9.612249037811145,MS2,
Set 2,PC,Pos,,40,4,9.61487824125207,MS2,
Set 2,PC,Pos,,34,0,9.66182771020229,MS2,
Set 2,PC,Pos,,38,3,9.679223018348157,MS2,
Set 2,PC,Pos,,36,1,9.679223018348157,MS2,
Set 2,PC,Pos,,38,2,9.787381867129413,MS2,
Set 2,PC,Pos,O-,40,3,9.833564580119946,MS2,
Set 2,PC,Pos,,35,0,9.8552781963153,MS2,
Set 2,PC,Pos,,40,3,9.89592669230046,MS2,
Set 2,PC,Pos,,37,1,9.963921243948116,MS2,
Set 2,PC,Pos,O-,42,4,10.005310654604774,MS2,
Set 2,PC,Pos,,38,1,10.26245910647068,MS2,
Set 2,PC,Pos,,40,2,10.429333329248063,MS2,
Set 2,PC,Pos,O-,44,4,10.667152652942612,MS2,
Set 2,PC,Pos,O-,42,2,10.909820305317764,MS2,
Set 2,PC,Pos,,40,1,11.033157703811275,MS2,RT model outlier
Set 2,PC,Pos,O-,36,1,11.289674630526243,MS2,RT model outlier
