set,polarity,kind,dot
Set 2,Pos,target,952
Set 2,Pos,target,808
Set 2,Pos,target,865
Set 2,Pos,target,996
Set 2,Pos,target,963
Set 2,Pos,target,990
Set 2,Pos,target,917
Set 2,Pos,target,858
Set 2,Pos,target,892
Set 2,Pos,target,801
Set 2,Pos,target,8
Set 2,Pos,target,901
Set 2,Pos,target,637
Set 2,Pos,target,994
Set 2,Pos,target,826
Set 2,Pos,target,866
Set 2,Pos,target,865
Set 2,Pos,target,995
Set 2,Pos,target,843
Set 2,Pos,target,833
Set 2,Pos,target,844
Set 2,Pos,target,15
Set 2,Pos,target,990
Set 2,Pos,target,902
Set 2,Pos,target,896
Set 2,Pos,target,851
Set 2,Pos,target,467
Set 2,Pos,target,817
Set 2,Pos,target,852
Set 2,Pos,target,864
Set 2,Pos,target,57
Set 2,Pos,target,904
Set 2,Pos,target,758
Set 2,Pos,target,845
Set 2,Pos,target,903
Set 2,Pos,target,994
Set 2,Pos,target,255
Set 2,Pos,target,815
Set 2,Pos,target,866
Set 2,Pos,target,741
Set 2,Pos,target,820
Set 2,Pos,target,986
Set 2,Pos,target,904
Set 2,Pos,target,993
Set 2,Pos,target,799
Set 2,Pos,target,831
Set 2,Pos,target,911
Set 2,Pos,target,845
Set 2,Pos,target,747
Set 2,Pos,target,995
Set 2,Pos,target,878
Set 2,Pos,target,919
Set 2,Pos,target,836
Set 2,Pos,target,850
Set 2,Pos,target,740
Set 2,Pos,target,889
Set 2,Pos,target,992
Set 2,Pos,target,879
Set 2,Pos,target,872
Set 2,Pos,target,762
Set 2,Pos,target,914
Set 2,Pos,target,995
Set 2,Pos,target,876
Set 2,Pos,target,855
Set 2,Pos,target,878
Set 2,Pos,target,885
Set 2,Pos,target,989
Set 2,Pos,target,3
Set 2,Pos,target,89
Set 2,Pos,target,851
Set 2,Pos,target,846
Set 2,Pos,target,702
Set 2,Pos,target,940
Set 2,Pos,target,824
Set 2,Pos,target,826
Set 2,Pos,target,999
Set 2,Pos,target,892
Set 2,Pos,target,993
Set 2,Pos,target,879
Set 2,Pos,target,842
Set 2,Pos,target,782
Set 2,Pos,target,262
Set 2,Pos,target,841
Set 2,Pos,target,846
Set 2,Pos,target,913
Set 2,Pos,target,996
Set 2,Pos,target,845
Set 2,Pos,target,797
Set 2,Pos,target,849
Set 2,Pos,target,828
Set 2,Pos,target,994
Set 2,Pos,target,831
Set 2,Pos,target,671
Set 2,Pos,target,887
Set 2,Pos,target,992
Set 2,Pos,target,927
Set 2,Pos,target,887
Set 2,Pos,target,859
Set 2,Pos,target,879
Set 2,Pos,target,836
Set 2,Pos,target,869
Set 2,Pos,target,737
Set 2,Pos,target,954
Set 2,Pos,target,816
Set 2,Pos,target,815
Set 2,Pos,target,778
Set 2,Pos,target,999
Set 2,Pos,target,850
Set 2,Pos,target,785
Set 2,Pos,target,889
Set 2,Pos,target,993
Set 2,Pos,target,897
Set 2,Pos,target,837
Set 2,Pos,target,821
Set 2,Pos,target,842
Set 2,Pos,target,881
Set 2,Pos,target,919
Set 2,Pos,target,841
Set 2,Pos,target,839
Set 2,Pos,target,814
Set 2,Pos,target,829
Set 2,Pos,target,732
Set 2,Pos,target,824
Set 2,Pos,target,994
Set 2,Pos,target,825
Set 2,Pos,target,999
Set 2,Pos,target,876
Set 2,Pos,target,928
Set 2,Pos,target,995
Set 2,Pos,target,929
Set 2,Pos,target,941
Set 2,Pos,target,992
Set 2,Pos,target,215
Set 2,Pos,target,931
Set 2,Pos,target,329
Set 2,Pos,decoy,2
Set 2,Pos,target,994
Set 2,Pos,target,995
Set 2,Pos,target,946
Set 2,Pos,target,870
Set 2,Pos,target,913
Set 2,Pos,target,894
Set 2,Pos,target,859
Set 2,Pos,target,995
Set 2,Pos,target,991
Set 2,Pos,target,893
Set 2,Pos,target,953
Set 2,Pos,target,872
Set 2,Pos,target,995
Set 2,Pos,target,939
Set 2,Pos,target,830
Set 2,Pos,target,992
Set 2,Pos,target,996
Set 2,Pos,target,900
Set 2,Pos,target,938
Set 2,Pos,target,994
Set 2,Pos,target,908
Set 2,Pos,target,946
Set 2,Pos,target,995
Set 2,Pos,target,999
Set 2,Pos,target,995
Set 2,Pos,target,930
Set 2,Pos,target,921
Set 2,Pos,target,995
Set 2,Pos,target,999
Set 2,Pos,target,958
Set 2,Pos,target,908
Set 2,Pos,target,836
Set 2,Pos,target,995
Set 2,Pos,target,960
Set 2,Pos,target,939
Set 2,Pos,target,995
Set 2,Pos,target,955
Set 2,Pos,target,876
Set 2,Pos,target,996
Set 2,Pos,target,995
Set 2,Pos,target,673
Set 2,Pos,target,884
Set 2,Pos,target,990
Set 2,Pos,target,498
Set 2,Pos,target,851
Set 2,Pos,target,816
Set 2,Pos,target,778
Set 2,Pos,target,994
Set 2,Pos,target,883
Set 2,Pos,target,819
Set 2,Pos,target,868
Set 2,Pos,target,997
Set 2,Pos,target,851
Set 2,Pos,target,872
Set 2,Pos,target,997
Set 2,Pos,target,992
Set 2,Pos,target,882
Set 2,Pos,target,994
Set 2,Pos,target,782
Set 2,Pos,target,989
Set 2,Pos,target,867
Set 2,Pos,target,993
Set 2,Pos,target,852
Set 2,Pos,target,988
Set 2,Pos,target,891
Set 2,Pos,target,896
Set 2,Pos,decoy,10
Set 2,Pos,target,670
Set 2,Pos,target,904
Set 2,Pos,target,873
Set 2,Pos,target,849
Set 2,Pos,target,744
Set 2,Pos,target,21
Set 2,Pos,target,580
Set 2,Pos,target,16
Set 2,Pos,target,996
Set 2,Pos,target,24
Set 2,Pos,target,942
Set 2,Pos,target,19
Set 2,Pos,target,978
Set 2,Pos,target,995
Set 2,Pos,target,953
Set 2,Pos,target,950
Set 2,Pos,target,999
Set 2,Pos,target,970
Set 2,Pos,target,996
Set 2,Pos,target,934
Set 2,Pos,target,835
Set 2,Pos,target,949
Set 2,Pos,target,993
Set 2,Pos,target,997
Set 2,Pos,target,989
Set 2,Pos,target,998
Set 2,Pos,target,987
Set 2,Pos,target,945
Set 2,Pos,target,926
Set 2,Pos,target,951
Set 2,Pos,target,987
Set 2,Pos,target,981
Set 2,Pos,target,567
Set 2,Pos,target,951
Set 2,Pos,target,960
Set 2,Pos,target,982
Set 2,Pos,target,942
Set 2,Pos,target,942
Set 2,Pos,target,938
Set 2,Pos,target,980
Set 2,Pos,target,938
Set 2,Pos,target,943
Set 2,Pos,target,990
Set 2,Pos,target,952
Set 2,Pos,target,931
Set 2,Pos,target,982
Set 2,Pos,target,949
Set 2,Pos,target,810
Set 2,Pos,target,945
Set 2,Pos,target,964
Set 2,Pos,target,850
Set 2,Pos,target,935
Set 2,Pos,target,954
Set 2,Pos,target,853
Set 2,Pos,target,766
Set 2,Pos,target,897
Set 2,Pos,target,844
Set 2,Pos,target,574
Set 2,Pos,target,935
Set 2,Pos,target,862
Set 2,Pos,target,870
Set 2,Pos,target,940
Set 2,Pos,target,946
Set 2,Pos,target,911
Set 2,Pos,target,892
Set 2,Pos,target,905
Set 2,Pos,target,820
Set 2,Pos,target,954
Set 2,Pos,target,909
Set 2,Pos,target,948
Set 2,Pos,target,880
Set 2,Pos,target,911
Set 2,Pos,target,943
Set 2,Pos,target,906
Set 2,Pos,target,946
Set 2,Pos,target,897
Set 2,Pos,target,806
Set 2,Pos,target,923
Set 2,Pos,target,958
Set 2,Pos,target,819
Set 2,Pos,target,941
Set 2,Pos,target,881
Set 2,Pos,target,937
Set 2,Pos,target,887
Set 2,Pos,target,874
Set 2,Pos,target,753
Set 2,Pos,target,949
Set 2,Pos,target,909
Set 2,Pos,target,916
Set 2,Pos,target,861
Set 2,Pos,target,935
Set 2,Pos,target,842
Set 2,Pos,target,786
Set 2,Pos,target,906
Set 2,Pos,target,915
Set 2,Pos,target,955
Set 2,Pos,target,804
Set 2,Pos,target,906
Set 2,Pos,target,885
Set 2,Pos,target,910
Set 2,Pos,target,863
Set 2,Pos,target,658
Set 2,Pos,target,860
Set 2,Pos,target,891
Set 2,Pos,target,714
Set 2,Pos,target,899
Set 2,Pos,target,920
Set 2,Pos,target,907
Set 2,Pos,target,864
Set 2,Pos,target,808
Set 2,Pos,target,884
Set 2,Pos,target,838
Set 2,Pos,target,566
Set 2,Pos,target,8
Set 2,Pos,target,597
Set 2,Pos,target,17
Set 2,Pos,target,2
Set 2,Pos,target,940
Set 2,Pos,target,739
Set 2,Pos,target,929
Set 2,Pos,target,113
Set 2,Pos,target,639
Set 2,Pos,target,919
Set 2,Pos,target,413
Set 2,Pos,target,2
Set 2,Pos,target,978
Set 2,Pos,target,941
Set 2,Pos,target,954
Set 2,Pos,target,773
Set 2,Pos,target,949
Set 2,Pos,target,946
Set 2,Pos,target,917
Set 2,Pos,target,899
Set 2,Pos,target,949
Set 2,Pos,target,930
Set 2,Pos,target,935
Set 2,Pos,target,937
Set 2,Pos,target,941
Set 2,Pos,target,966
Set 2,Pos,target,13
Set 2,Pos,target,974
Set 2,Pos,target,985
Set 2,Pos,target,933
Set 2,Pos,target,951
Set 2,Pos,target,983
Set 2,Pos,target,997
Set 2,Pos,target,901
Set 2,Pos,target,991
Set 2,Pos,target,1
Set 2,Pos,target,950
Set 2,Pos,target,1
Set 2,Pos,target,2
Set 2,Pos,target,951
Set 2,Pos,target,945
Set 2,Pos,target,952
Set 2,Pos,target,944
Set 2,Pos,target,868
Set 2,Pos,target,1000
Set 2,Pos,target,946
Set 2,Pos,target,828
Set 2,Pos,target,941
Set 2,Pos,target,952
Set 2,Pos,target,997
Set 2,Pos,target,13
Set 2,Pos,target,953
Set 2,Pos,target,946
Set 2,Pos,target,997
Set 2,Pos,target,948
Set 2,Pos,target,22
Set 2,Pos,target,949
Set 2,Pos,target,938
Set 2,Pos,target,167
Set 2,Pos,target,948
Set 2,Pos,target,105
Set 2,Pos,target,824
Set 2,Pos,target,953
Set 2,Pos,target,131
Set 2,Pos,target,946
Set 2,Pos,target,935
Set 2,Pos,target,949
Set 2,Pos,target,941
Set 2,Pos,target,20
Set 2,Pos,target,681
Set 2,Pos,target,935
Set 2,Pos,target,949
Set 2,Pos,target,11
Set 2,Pos,target,11
Set 2,Pos,target,481
Set 2,Pos,target,986
Set 2,Pos,target,10
Set 2,Pos,target,934
Set 2,Pos,target,11
Set 2,Pos,target,984
Set 2,Pos,target,912
Set 2,Pos,target,941
Set 2,Pos,target,946
Set 2,Pos,target,810
Set 2,Pos,target,946
Set 2,Pos,target,937
Set 2,Pos,target,946
Set 2,Pos,target,943
Set 2,Pos,target,874
Set 2,Pos,target,940
Set 2,Pos,target,806
Set 2,Pos,target,11
Set 2,Pos,target,875
Set 2,Pos,target,944
Set 2,Pos,target,638
Set 2,Pos,target,739
Set 2,Pos,target,775
Set 2,Pos,target,948
Set 2,Pos,target,997
Set 2,Pos,target,796
Set 2,Pos,target,816
Set 2,Pos,target,78
Set 2,Pos,target,758
Set 2,Pos,target,659
Set 2,Pos,target,997
Set 2,Pos,target,983
Set 2,Pos,target,949
Set 2,Pos,target,700
Set 2,Pos,target,993
Set 2,Pos,target,30
Set 2,Pos,target,824
Set 2,Pos,target,994
Set 2,Pos,target,557
Set 2,Pos,target,731
Set 2,Pos,target,997
Set 2,Pos,target,1
Set 2,Pos,target,2
Set 2,Pos,target,568
Set 2,Pos,target,683
Set 2,Pos,target,950
Set 2,Pos,target,996
Set 2,Pos,target,925
Set 2,Pos,target,999
Set 2,Pos,target,703
Set 2,Pos,target,988
Set 2,Pos,target,855
Set 2,Pos,target,947
Set 2,Pos,target,929
Set 2,Pos,target,958
Set 2,Pos,target,981
Set 2,Pos,target,1000
Set 2,Pos,target,997
Set 2,Pos,target,778
Set 2,Pos,target,715
Set 2,Pos,target,808
Set 2,Pos,target,813
Set 2,Pos,target,882
Set 2,Pos,target,960
Set 2,Pos,target,844
Set 2,Pos,target,830
Set 2,Pos,target,825
Set 2,Pos,target,943
Set 2,Pos,target,849
Set 2,Pos,target,899
Set 2,Pos,target,984
Set 2,Pos,target,987
Set 2,Pos,target,975
Set 2,Pos,target,818
Set 2,Pos,target,995
Set 2,Pos,target,877
Set 2,Pos,target,743
Set 2,Pos,target,934
Set 2,Pos,target,965
Set 2,Pos,target,843
Set 2,Pos,target,972
Set 2,Pos,target,709
Set 2,Pos,target,841
Set 2,Pos,target,772
Set 2,Pos,target,569
Set 2,Pos,target,303
Set 2,Pos,target,999
Set 2,Pos,target,908
Set 2,Pos,target,809
Set 2,Pos,target,995
Set 2,Pos,target,997
Set 2,Pos,target,837
Set 2,Pos,target,663
Set 2,Pos,target,841
Set 2,Pos,target,783
Set 2,Pos,target,882
Set 2,Pos,target,997
Set 2,Pos,target,772
Set 2,Pos,target,936
Set 2,Pos,target,949
Set 2,Pos,target,918
Set 2,Pos,target,999
Set 2,Pos,target,705
Set 2,Pos,target,971
Set 2,Pos,target,821
Set 2,Pos,target,997
Set 2,Pos,target,812
Set 2,Pos,target,997
Set 2,Pos,target,997
Set 2,Pos,target,659
Set 2,Pos,target,820
Set 2,Pos,target,999
Set 2,Pos,target,997
Set 2,Pos,target,885
Set 2,Pos,target,974
Set 2,Pos,target,973
Set 2,Pos,target,997
Set 2,Pos,target,953
Set 2,Pos,target,922
Set 2,Pos,target,997
Set 2,Pos,target,751
Set 2,Pos,target,999
Set 2,Pos,target,991
Set 2,Pos,target,997
Set 2,Pos,target,1000
Set 2,Pos,target,997
Set 2,Pos,target,974
Set 2,Pos,target,777
Set 2,Pos,target,997
Set 2,Pos,target,1000
Set 2,Pos,target,997
Set 2,Pos,target,950
Set 2,Pos,target,1000
Set 2,Pos,target,980
Set 2,Pos,target,997
Set 2,Pos,target,997
Set 2,Pos,target,971
Set 2,Pos,target,947
Set 2,Pos,target,997
Set 2,Pos,target,999
Set 2,Pos,target,767
Set 2,Pos,target,950
Set 2,Pos,target,984
Set 2,Pos,target,997
Set 2,Pos,target,995
Set 2,Pos,target,997
Set 2,Pos,target,997
Set 2,Pos,target,999
Set 2,Pos,target,910
Set 2,Pos,target,954
Set 2,Pos,target,687
Set 2,Pos,target,997
Set 2,Pos,target,999
Set 2,Pos,target,997
Set 2,Pos,target,997
Set 2,Pos,target,999
Set 2,Pos,target,948
Set 2,Pos,target,996
Set 2,Pos,target,721
Set 2,Pos,target,786
Set 2,Pos,target,997
Set 2,Pos,target,997
Set 2,Pos,target,995
Set 2,Pos,target,934
Set 2,Pos,target,997
Set 2,Pos,target,946
Set 2,Pos,target,1000
Set 2,Pos,target,1000
Set 2,Pos,target,1000
Set 2,Pos,target,997
Set 2,Pos,target,997
Set 2,Pos,target,991
Set 2,Pos,target,997
Set 2,Pos,target,980
Set 2,Pos,target,992
Set 2,Pos,target,2
Set 2,Pos,target,994
Set 2,Pos,target,997
Set 2,Pos,target,999
Set 2,Pos,target,999
Set 2,Pos,target,997
Set 2,Pos,target,997
Set 2,Pos,target,997
Set 2,Pos,target,997
Set 2,Pos,target,961
Set 2,Pos,target,923
Set 2,Pos,target,1000
Set 2,Pos,target,999
Set 2,Pos,target,997
Set 2,Pos,target,1000
Set 2,Pos,target,997
Set 2,Pos,target,1
Set 2,Pos,target,978
Set 2,Pos,target,1000
Set 2,Pos,target,979
Set 2,Pos,target,997
Set 2,Pos,target,989
Set 2,Pos,target,1000
Set 2,Pos,target,1000
Set 2,Pos,target,997
Set 2,Pos,target,1000
Set 2,Pos,target,999
Set 2,Pos,target,1000
Set 2,Pos,target,997
Set 2,Pos,target,996
Set 2,Pos,target,994
Set 2,Pos,target,999
Set 2,Pos,target,1000
Set 2,Pos,target,1000
Set 2,Pos,target,983
Set 2,Pos,target,997
Set 2,Pos,target,3
Set 2,Pos,target,979
Set 2,Pos,target,984
Set 2,Pos,target,994
Set 2,Pos,target,997
Set 2,Pos,target,999
Set 2,Pos,target,1000
Set 2,Pos,target,996
Set 2,Pos,target,997
Set 2,Pos,target,997
Set 2,Pos,target,1000
Set 2,Pos,target,986
Set 2,Pos,target,999
Set 2,Pos,target,981
Set 2,Pos,target,196
Set 2,Pos,target,1000
Set 2,Pos,target,23
Set 2,Pos,target,987
Set 2,Pos,target,1000
Set 2,Pos,target,997
Set 2,Pos,target,997
Set 2,Pos,target,1000
Set 2,Pos,target,5
Set 2,Pos,target,980
Set 2,Pos,target,997
Set 2,Pos,target,1000
Set 2,Pos,target,997
Set 2,Pos,target,997
Set 2,Pos,target,1000
Set 2,Pos,target,665
Set 2,Pos,target,1000
Set 2,Pos,target,997
Set 2,Pos,target,997
Set 2,Pos,target,934
Set 2,Pos,target,997
Set 2,Pos,target,939
Set 2,Pos,target,996
Set 2,Pos,target,926
Set 2,Pos,target,985
Set 2,Pos,target,1000
Set 2,Pos,target,997
Set 2,Pos,target,983
Set 2,Pos,target,254
Set 2,Pos,target,983
Set 2,Pos,target,997
Set 2,Pos,target,992
Set 2,Pos,target,902
Set 2,Pos,target,268
Set 2,Pos,target,1000
Set 2,Pos,target,1000
Set 2,Pos,target,997
Set 2,Pos,target,997
Set 2,Pos,target,999
Set 2,Pos,target,997
Set 2,Pos,target,1000
Set 2,Pos,target,31
Set 2,Pos,target,985
Set 2,Pos,target,990
Set 2,Pos,target,997
Set 2,Pos,target,1000
Set 2,Pos,target,329
Set 2,Pos,target,957
Set 2,Pos,target,997
Set 2,Pos,target,997
Set 2,Pos,target,1000
Set 2,Pos,target,929
Set 2,Pos,target,997
Set 2,Pos,target,999
Set 2,Pos,target,979
Set 2,Pos,target,997
Set 2,Pos,target,660
Set 2,Pos,target,873
Set 2,Pos,target,1000
Set 2,Pos,target,999
Set 2,Pos,target,997
Set 2,Pos,target,981
Set 2,Pos,target,1000
Set 2,Pos,target,979
Set 2,Pos,target,1000
Set 2,Pos,target,994
Set 2,Pos,target,973
Set 2,Pos,target,999
Set 2,Pos,target,997
Set 2,Pos,target,997
Set 2,Pos,target,997
Set 2,Pos,target,1000
Set 2,Pos,target,997
Set 2,Pos,target,977
Set 2,Pos,target,1000
Set 2,Pos,target,983
Set 2,Pos,target,830
Set 2,Pos,target,996
Set 2,Pos,target,34
Set 2,Pos,target,997
Set 2,Pos,target,998
Set 2,Pos,target,992
Set 2,Pos,target,1000
Set 2,Pos,target,997
Set 2,Pos,target,1000
Set 2,Pos,target,893
Set 2,Pos,target,1000
Set 2,Pos,target,976
Set 2,Pos,target,32
Set 2,Pos,target,1000
Set 2,Pos,target,999
Set 2,Pos,target,897
Set 2,Pos,target,980
Set 2,Pos,target,1000
Set 2,Pos,target,997
Set 2,Pos,target,1000
Set 2,Pos,target,998
Set 2,Pos,target,423
Set 2,Pos,target,938
Set 2,Pos,target,138
Set 2,Pos,target,736
Set 2,Pos,target,1000
Set 2,Pos,target,995
Set 2,Pos,target,909
Set 2,Pos,target,907
Set 2,Pos,target,996
Set 2,Pos,target,997
Set 2,Pos,target,867
Set 2,Pos,target,961
Set 2,Pos,target,743
Set 2,Pos,target,997
Set 2,Pos,target,981
Set 2,Pos,target,1000
Set 2,Pos,target,911
Set 2,Pos,target,997
Set 2,Pos,target,997
Set 2,Pos,target,933
Set 2,Pos,target,8
Set 2,Pos,target,997
Set 2,Pos,target,1000
Set 2,Pos,target,91
Set 2,Pos,target,997
Set 2,Pos,target,960
Set 2,Pos,target,984
Set 2,Pos,target,999
Set 2,Pos,target,32
Set 2,Pos,target,946
Set 2,Pos,target,995
Set 2,Pos,target,473
Set 2,Pos,target,993
Set 2,Pos,target,4
Set 2,Pos,target,935
Set 2,Pos,target,858
Set 2,Pos,target,1000
Set 2,Pos,target,1000
Set 2,Pos,target,986
Set 2,Pos,target,36
Set 2,Pos,target,1000
Set 2,Pos,target,984
Set 2,Pos,target,996
Set 2,Pos,target,997
Set 2,Pos,target,300
Set 2,Pos,target,997
Set 2,Pos,target,1000
Set 2,Pos,target,1000
Set 2,Pos,target,997
Set 2,Pos,target,766
Set 2,Pos,target,1000
Set 2,Pos,target,989
Set 2,Pos,target,1000
Set 2,Pos,target,1000
Set 2,Pos,target,995
Set 2,Pos,target,993
Set 2,Pos,target,716
Set 2,Pos,decoy,4
Set 2,Pos,target,999
Set 2,Pos,target,838
Set 2,Pos,target,1000
Set 2,Pos,target,979
Set 2,Pos,target,853
Set 2,Pos,target,999
Set 2,Pos,target,993
Set 2,Pos,target,827
Set 2,Pos,target,989
Set 2,Pos,target,997
Set 2,Pos,target,1000
Set 2,Pos,target,987
Set 2,Pos,target,768
Set 2,Pos,target,1000
Set 2,Pos,target,1000
Set 2,Pos,target,868
Set 2,Pos,target,997
Set 2,Pos,target,554
Set 2,Pos,target,1000
Set 2,Pos,target,87
Set 2,Pos,target,997
Set 2,Pos,target,985
Set 2,Pos,target,742
Set 2,Pos,target,862
Set 2,Pos,target,984
Set 2,Pos,target,1000
Set 2,Pos,target,996
Set 2,Pos,target,996
Set 2,Pos,target,942
Set 2,Pos,decoy,356
Set 2,Pos,target,999
Set 2,Pos,target,996
Set 2,Pos,target,2
Set 2,Pos,target,983
Set 2,Pos,target,997
Set 2,Pos,target,635
Set 2,Pos,target,1000
Set 2,Pos,target,1000
Set 2,Pos,target,999
Set 2,Pos,target,1000
Set 2,Pos,target,997
Set 2,Pos,target,999
Set 2,Pos,target,1000
Set 2,Pos,target,942
Set 2,Pos,target,1000
Set 2,Pos,target,986
Set 2,Pos,target,5
Set 2,Pos,target,1000
Set 2,Pos,target,1000
Set 2,Pos,target,99
Set 2,Pos,target,1000
Set 2,Pos,target,984
Set 2,Pos,target,963
Set 2,Pos,target,1000
Set 2,Pos,target,829
Set 2,Pos,target,993
Set 2,Pos,target,999
Set 2,Pos,target,25
Set 2,Pos,target,1000
Set 2,Pos,target,999
Set 2,Pos,target,930
Set 2,Pos,target,974
Set 2,Pos,target,904
Set 2,Pos,target,999
Set 2,Pos,target,1000
Set 2,Pos,target,1000
Set 2,Pos,target,990
Set 2,Pos,target,1000
Set 2,Pos,target,815
Set 2,Pos,target,825
Set 2,Pos,target,992
Set 2,Pos,target,997
Set 2,Pos,target,989
Set 2,Pos,target,996
Set 2,Pos,target,788
Set 2,Pos,target,935
Set 2,Pos,target,998
Set 2,Pos,target,999
Set 2,Pos,target,982
Set 2,Pos,target,996
Set 2,Pos,target,1000
Set 2,Pos,target,727
Set 2,Pos,target,707
Set 2,Pos,target,527
Set 2,Pos,target,4
Set 2,Pos,target,11
Set 2,Pos,target,9
Set 2,Pos,target,1000
Set 2,Pos,target,58
Set 2,Pos,target,828
Set 2,Pos,target,990
Set 2,Pos,target,2
Set 2,Pos,target,946
Set 2,Pos,target,822
Set 2,Pos,target,999
Set 2,Pos,target,4
Set 2,Pos,target,679
Set 2,Pos,target,991
Set 2,Pos,target,2
Set 2,Pos,target,405
Set 2,Pos,target,45
Set 2,Pos,target,642
Set 2,Pos,target,531
Set 2,Pos,target,995
Set 2,Pos,target,995
Set 2,Pos,target,179
Set 2,Pos,target,995
Set 2,Pos,target,696
Set 2,Pos,target,715
Set 2,Pos,target,398
Set 2,Pos,target,995
Set 2,Pos,target,11
Set 2,Pos,target,4
Set 2,Pos,target,796
Set 2,Pos,decoy,9
Set 2,Pos,target,965
Set 2,Pos,target,752
Set 2,Pos,target,45
Set 2,Pos,target,229
Set 2,Pos,target,705
Set 2,Pos,target,641
Set 2,Pos,target,47
Set 2,Pos,target,571
Set 2,Pos,target,146
Set 2,Pos,target,433
Set 2,Pos,target,197
Set 2,Pos,target,30
Set 2,Pos,target,241
Set 2,Pos,target,22
Set 2,Pos,target,963
Set 2,Pos,target,3
Set 2,Pos,target,33
Set 2,Pos,target,502
Set 2,Pos,target,209
Set 2,Pos,target,147
Set 2,Pos,target,441
Set 2,Pos,target,782
Set 2,Pos,target,610
Set 2,Pos,target,937
Set 2,Pos,target,664
Set 2,Pos,target,217
Set 2,Pos,target,970
Set 2,Pos,target,826
Set 2,Pos,target,954
Set 2,Pos,target,365
Set 2,Pos,target,157
Set 2,Pos,target,67
Set 2,Pos,target,788
Set 2,Pos,target,147
Set 2,Pos,target,612
Set 2,Pos,target,808
Set 2,Pos,target,915
Set 2,Pos,target,14
Set 2,Pos,target,335
Set 2,Pos,target,197
Set 2,Pos,target,914
Set 2,Pos,target,397
Set 2,Pos,target,546
Set 2,Pos,target,764
Set 2,Pos,target,767
Set 2,Pos,target,479
Set 2,Pos,target,892
Set 2,Pos,target,577
Set 2,Pos,target,771
Set 2,Pos,target,651
Set 2,Pos,target,818
Set 2,Pos,target,709
Set 2,Pos,target,312
Set 2,Pos,target,976
Set 2,Pos,target,573
Set 2,Pos,target,683
Set 2,Pos,target,652
Set 2,Pos,target,796
Set 2,Pos,target,744
Set 2,Pos,target,511
Set 2,Pos,target,775
Set 2,Pos,target,957
Set 2,Pos,target,407
Set 2,Pos,target,571
Set 2,Pos,target,589
Set 2,Pos,target,141
Set 2,Pos,decoy,185
Set 2,Pos,target,728
Set 2,Pos,target,591
Set 2,Pos,target,426
Set 2,Pos,target,768
Set 2,Pos,target,836
Set 2,Pos,target,198
Set 2,Pos,target,766
Set 2,Pos,target,108
Set 2,Pos,target,723
Set 2,Pos,target,600
Set 2,Pos,target,866
Set 2,Pos,target,156
Set 2,Pos,decoy,110
Set 2,Pos,decoy,26
Set 2,Pos,target,742
Set 2,Pos,target,869
Set 2,Pos,target,560
Set 2,Pos,target,855
Set 2,Pos,target,432
Set 2,Pos,target,521
Set 2,Pos,target,554
Set 2,Pos,target,321
Set 2,Pos,target,995
Set 2,Pos,target,902
Set 2,Pos,target,540
Set 2,Pos,target,87
Set 2,Pos,target,904
Set 2,Pos,target,481
Set 2,Pos,target,182
Set 2,Pos,target,666
Set 2,Pos,target,226
Set 2,Pos,target,899
Set 2,Pos,target,857
Set 2,Pos,target,580
Set 2,Pos,target,877
Set 2,Pos,target,575
Set 2,Pos,target,577
Set 2,Pos,target,705
Set 2,Pos,target,826
Set 2,Pos,target,517
Set 2,Pos,target,547
Set 2,Pos,target,879
Set 2,Pos,target,894
Set 2,Pos,target,551
Set 2,Pos,target,886
Set 2,Pos,target,147
Set 2,Pos,target,780
Set 2,Pos,target,103
Set 2,Pos,target,637
Set 2,Pos,target,956
Set 2,Pos,target,833
Set 2,Pos,target,849
Set 2,Pos,target,802
Set 2,Pos,target,576
Set 2,Pos,target,781
Set 2,Pos,target,781
Set 2,Pos,target,749
Set 2,Pos,target,767
Set 2,Pos,target,469
Set 2,Pos,decoy,63
Set 2,Pos,target,7
Set 2,Pos,target,690
Set 2,Pos,target,480
Set 2,Pos,target,583
Set 2,Pos,target,727
Set 2,Pos,target,736
Set 2,Pos,target,819
Set 2,Pos,decoy,32
Set 2,Pos,target,761
Set 2,Pos,decoy,74
Set 2,Pos,target,996
Set 2,Pos,target,833
Set 2,Pos,target,918
Set 2,Pos,target,12
Set 2,Pos,target,788
Set 2,Pos,target,709
Set 2,Pos,target,664
Set 2,Pos,decoy,59
Set 2,Pos,target,966
Set 2,Pos,target,517
Set 2,Pos,target,944
Set 2,Pos,target,996
Set 2,Pos,target,580
Set 2,Pos,target,35
Set 2,Pos,target,287
Set 2,Pos,target,735
Set 2,Pos,target,827
Set 2,Pos,target,883
Set 2,Pos,target,771
Set 2,Pos,target,495
Set 2,Pos,target,962
Set 2,Pos,target,911
Set 2,Pos,target,501
Set 2,Pos,target,831
Set 2,Pos,target,958
Set 2,Pos,target,753
Set 2,Pos,decoy,96
Set 2,Pos,target,575
Set 2,Pos,target,961
Set 2,Pos,target,805
Set 2,Pos,decoy,189
Set 2,Pos,target,895
Set 2,Pos,target,853
Set 2,Pos,target,374
Set 2,Pos,target,971
Set 2,Pos,target,548
Set 2,Pos,target,680
Set 2,Pos,target,551
Set 2,Pos,target,269
Set 2,Pos,target,795
Set 2,Pos,target,549
Set 2,Pos,target,877
Set 2,Pos,target,993
Set 2,Pos,target,925
Set 2,Pos,target,704
Set 2,Pos,target,582
